Gene A	Gene B	Interaction Methods
ABL1	TGOLN2	peptide array
ABL1	TLN2	anti bait coimmunoprecipitation
ABL1	TMEM74B	peptide array
ABL1	TMPO	peptide array
ABL1	TOP1	anti bait coimmunoprecipitation
ABL1	TP53	in vivo
ABL1	TP73	two hybrid
ABL1	TRAF6	in vitro
ABL1	TRIM39	peptide array
ABL1	TSKS	pull down
ABL1	TUB	in vivo
ABL1	TULP4	peptide array
ABL1	UHMK1	peptide array
ABL1	VAV1	anti bait coimmunoprecipitation
ABL1	VPREB1	pull down
ABL1	VPS13A	peptide array
ABL1	WASF1	coimmunoprecipitation
ABL1	WASF2	in vivo
ABL1	WASL	in vivo
ABL1	WNK2	pull down
ABL1	XRCC6	in vivo
ABL1	YAP1	in vivo
ABL1	YTHDC1	in vivo
ABL1	YWHAB	in vivo
ABL1	YWHAE	anti tag coimmunoprecipitation
ABL1	YWHAG	anti tag coimmunoprecipitation
ABL1	YWHAH	in vivo
ABL1	YWHAQ	in vivo
ABL1	YWHAZ	anti tag coimmunoprecipitation
ABL1	ZAP70	in vivo
ABL1	ZDHHC16	in vivo
ABL2	BCR	in vivo
ABL2	C15orf48	two hybrid
ABL2	CAT	affinity chromatography technology
ABL2	CRK	peptide array
ABL2	EGFR	protein array
ABL2	EPHB2	in vivo
ABL2	ERBB2	protein array
ABL2	ERBB3	protein array
ABL2	ERBB4	protein array
ABL2	FBXO38	two hybrid
ABL2	FYN	peptide array
ABL2	GCDH	affinity chromatography technology
ABL2	GPX1	in vitro
ABL2	GRB2	pull down
ABL2	HCK	in vivo
ABL2	HDAC7	affinity chromatography technology
ABL2	HRAS	anti tag coimmunoprecipitation
ABL2	JAK1	affinity chromatography technology
ABL2	MAP3K10	two hybrid
ABL2	MED28	peptide array
ABL2	NCK1	peptide array
ABL2	NEDD4	enzymatic study
ABL2	NEDD4L	enzymatic study
ABL2	OIP5	two hybrid
ABL2	PIK3R1	peptide array
ABL2	PLCG1	pull down
ABL2	PSMA7	affinity chromatography technology
ABL2	RIN1	anti bait coimmunoprecipitation
ABL2	SIVA1	in vitro
ABL2	SORBS2	in vivo
ABL2	SRC	pull down
ABL2	TPD52L1	two hybrid
ABLIM1	ACTG1	in vitro
ABLIM1	BEGAIN	two hybrid
ABLIM1	CALCOCO2	two hybrid pooling approach
ABLIM1	GOLGA2	two hybrid pooling approach
ABLIM1	HOOK2	two hybrid pooling approach
ABLIM1	KCNJ12	in vitro
ABLIM1	KRT15	two hybrid pooling approach
ABLIM1	LDOC1	two hybrid
ABLIM1	SFN	tandem affinity purification
ABLIM1	SREBF2	pull down
ABLIM1	TRAF2	two hybrid
ABLIM1	TSC22D4	two hybrid pooling approach
ABLIM1	TTN	anti bait coimmunoprecipitation
ABLIM1	USHBP1	two hybrid pooling approach
ABLIM1	VIM	two hybrid
ABLIM1	YWHAG	in vivo
ABLIM2	SREBF2	two hybrid
ABLIM2	TTN	anti bait coimmunoprecipitation
ABLIM3	ACTC1	affinity chromatography technology
ABP1	DAO	in vivo
ABP1	DNM2	in vitro
ABP1	FGD1	in vivo
ABR	ADRA1A	two hybrid
ABRA	ACTB	in vivo
ABRA	ACTC1	in vivo
ABRA	TRAPPC2	anti bait coimmunoprecipitation
ABRACL	UBC	affinity chromatography technology
ABT1	CAND1	affinity chromatography technology
ABT1	PRNP	pull down
ABT1	TBP	in vivo
ABT1	UBC	affinity chromatography technology
ABTB1	CUL3	affinity chromatography technology
ABTB1	DNTTIP1	pull down
ABTB1	SMAD2	two hybrid
ABTB1	SMAD9	two hybrid
ABTB2	COPS5	affinity chromatography technology
ABTB2	CUL3	pull down
ABTB2	DNTT	pull down
ABTB2	EEF1A1	in vivo|pull down
ABTB2	RBX1	pull down
ABTB2	UBC	pull down
ACAA1	TXNDC11	two hybrid
ACAA2	LAMTOR5	anti bait coimmunoprecipitation
ACAA2	SCP2	in vitro
ACAA2	UBC	affinity chromatography technology
ACACA	ACACA	protein kinase assay
ACACA	AKR1B10	affinity chromatography technology
ACACA	ARRB1	anti tag coimmunoprecipitation
ACACA	ATXN1	two hybrid array|pull down
ACACA	BRCA1	anti bait coimmunoprecipitation
ACACA	CHGB	two hybrid pooling approach|two hybrid
ACACA	CIAO1	anti bait coimmunoprecipitation
ACACA	CSNK2A1	in vitro
ACACA	CSNK2A2	in vitro
ACACA	HDAC1	affinity chromatography technology
ACACA	ILK	anti bait coimmunoprecipitation
ACACA	MCC	anti bait coimmunoprecipitation
ACACA	MLLT1	affinity chromatography technology
ACACA	MLLT3	affinity chromatography technology
ACACA	MYC	anti bait coimmunoprecipitation
ACACA	PRKAA1	in vitro
ACACA	PRKAA2	affinity chromatography technology
ACACA	SIRT1	anti bait coimmunoprecipitation
ACACA	SIRT7	affinity chromatography technology
ACACA	TCF4	affinity chromatography technology
ACACA	UBC	affinity chromatography technology
ACACA	UBE2N	two hybrid
ACACB	ELAVL1	pull down
ACACB	HDAC1	affinity chromatography technology
ACACB	HLCS	nuclear magnetic resonance
ACACB	PRKAA2	in vivo
ACACB	UBC	affinity chromatography technology
ACAD10	UBC	affinity chromatography technology
ACAD11	TBKBP1	anti tag coimmunoprecipitation
ACAD8	ACAD8	in vitro
ACAD8	ETS1	display technology
ACAD8	TSG101	two hybrid
ACAD9	ICT1	anti tag coimmunoprecipitation
ACAD9	OTUD7B	affinity chromatography technology
ACAD9	UBC	affinity chromatography technology
ACADL	UBC	enzymatic study
ACADM	CALM3	pull down
ACADM	CUL3	affinity chromatography technology
ACADM	SUMO4	in vivo
ACADM	UBC	affinity chromatography technology
ACADM	USP20	affinity chromatography technology
ACADM	USP50	affinity chromatography technology
ACADS	IRF7	two hybrid
ACADSB	UBC	affinity chromatography technology
ACADSB	USP19	affinity chromatography technology
ACADVL	GPHN	two hybrid
ACADVL	ICT1	anti tag coimmunoprecipitation
ACADVL	RPSA	two hybrid
ACADVL	SOCS3	two hybrid
ACADVL	UBC	affinity chromatography technology
ACAN	ADAMTS1	in vitro
ACAN	ADAMTS4	in vivo
ACAN	ADAMTS5	in vivo
ACAN	CTSB	in vitro
ACAN	FBLN1	in vitro
ACAN	FBLN2	in vitro
ACAN	HAPLN1	in vitro
ACAN	LUM	in vitro
ACAN	MMP1	in vitro
ACAN	MMP14	in vivo
ACAN	MMP19	in vitro
ACAN	MMP2	in vitro
ACAN	MMP20	in vitro
ACAN	MMP3	in vitro
ACAN	MMP8	in vitro
ACAN	TNFAIP6	in vitro
ACAN	TNR	in vitro
ACAP1	GRB2	pull down
ACAP1	IFFO1	two hybrid pooling approach
ACAP1	IKBKG	two hybrid
ACAP1	NCK1	pull down
ACAP1	SRC	pull down
ACAP1	TFRC	in vivo
ACAP1	VAMP3	in vivo
ACAP2	IKBKG	two hybrid
ACAP3	EIF6	in vitro
ACAP3	ITGB3BP	two hybrid pooling approach
ACAP3	SLC35G2	two hybrid pooling approach
ACAP3	TAB1	two hybrid
ACAT1	ADA	imaging technique
ACAT1	AGXT	two hybrid
ACAT1	COPS5	affinity chromatography technology
ACAT1	CUL1	affinity chromatography technology
ACAT1	CUL3	affinity chromatography technology
ACAT1	DRD1	affinity chromatography technology
ACAT1	EIF1B	anti bait coimmunoprecipitation
ACAT1	GH1	anti bait coimmunoprecipitation
ACAT1	GRM1	affinity chromatography technology
ACAT1	HDAC5	affinity chromatography technology
ACAT1	HLA-B	anti bait coimmunoprecipitation
ACAT1	HLA-C	anti bait coimmunoprecipitation
ACAT1	MCC	anti bait coimmunoprecipitation
ACAT1	MPG	anti bait coimmunoprecipitation
ACAT1	P2RY1	affinity chromatography technology
ACAT1	RAD21	two hybrid
ACAT1	SIRT7	affinity chromatography technology
ACAT1	SUMO1	affinity chromatography technology
ACAT1	TNIK	anti bait coimmunoprecipitation
ACAT1	UBC	affinity chromatography technology
ACAT2	ACAT2	two hybrid
ACAT2	ATG5	anti bait coimmunoprecipitation
ACAT2	CCNA1	anti bait coimmunoprecipitation
ACAT2	CDX2	in vivo
ACAT2	CSNK2A1	in vitro
ACAT2	EIF1B	anti bait coimmunoprecipitation
ACAT2	FTSJ1	anti bait coimmunoprecipitation
ACAT2	GNAS	anti bait coimmunoprecipitation
ACAT2	HLA-B	anti bait coimmunoprecipitation
ACAT2	MCC	anti bait coimmunoprecipitation
ACAT2	PRKAB1	anti bait coimmunoprecipitation
ACAT2	S100A9	two hybrid
ACAT2	TNIK	anti bait coimmunoprecipitation
ACAT2	TRAF6	anti bait coimmunoprecipitation
ACAT2	UBC	affinity chromatography technology
ACAT2	VDAC1	anti bait coimmunoprecipitation
ACBD3	CUL3	affinity chromatography technology
ACBD3	ELAVL1	pull down
ACBD3	GOLGA3	pull down
ACBD3	GOLGB1	in vivo
ACBD3	SMURF2	two hybrid
ACBD3	UBC	affinity chromatography technology
ACBD5	UBC	affinity chromatography technology
ACBD6	IKBKG	protein array
ACBD6	SUMO2	affinity chromatography technology
ACBD6	UBC	affinity chromatography technology
ACCS	ACCS	two hybrid
ACCS	FBF1	two hybrid
ACD	ACTB	two hybrid
ACD	ADPRH	two hybrid
ACD	AFAP1L2	two hybrid
ACD	AIPL1	two hybrid
ACD	ANKMY2	two hybrid
ACD	ANXA8L2	two hybrid
ACD	APOBEC3G	two hybrid
ACD	BAG3	two hybrid
ACD	CKB	two hybrid
ACD	CUL5	affinity chromatography technology
ACD	DBN1	two hybrid
ACD	DBNL	two hybrid
ACD	DCX	two hybrid
ACD	EIF3G	two hybrid
ACD	EIF4B	two hybrid
ACD	ENO2	two hybrid
ACD	FAM131B	two hybrid
ACD	FKBP6	two hybrid
ACD	GAPDH	two hybrid
ACD	HSP90AB1	two hybrid
ACD	IPO5	two hybrid
ACD	IVL	two hybrid
ACD	LASP1	two hybrid
ACD	LDHA	two hybrid
ACD	LGALSL	two hybrid
ACD	LLGL1	two hybrid pooling approach
ACD	LRRC25	two hybrid
ACD	NCDN	two hybrid
ACD	NUDC	two hybrid
ACD	NUDCD2	two hybrid
ACD	PAGE2	two hybrid
ACD	PDLIM2	two hybrid
ACD	PEX5	two hybrid
ACD	PFKP	two hybrid
ACD	PGM2	two hybrid
ACD	POT1	in vivo
ACD	RBKS	two hybrid
ACD	RECQL4	two hybrid
ACD	RGS3	two hybrid
ACD	S100A9	two hybrid
ACD	SBDS	two hybrid
ACD	STIP1	two hybrid
ACD	STUB1	two hybrid
ACD	SULT1C2	two hybrid
ACD	TAGLN	two hybrid
ACD	TBC1D10A	two hybrid
ACD	TBCD	two hybrid
ACD	TERF2	in vivo
ACD	TERF2IP	in vivo
ACD	TINF2	affinity chromatography technology
ACD	TOMM34	two hybrid
ACD	TRIM15	two hybrid
ACD	TRIM16	two hybrid
ACD	TUBB2A	two hybrid
ACD	TUBB4B	two hybrid
ACD	UBC	affinity chromatography technology
ACD	USP7	two hybrid
ACD	XRCC6	two hybrid
ACD	YWHAE	two hybrid
ACD	ZFP36L1	two hybrid
ACD	ZNF790	two hybrid
ACE2	ACE2	x-ray crystallography
ACE2	AGT	in vitro
ACE2	CALM3	anti bait coimmunoprecipitation
ACE2	GHRL	in vitro
ACE2	NTS	in vitro
ACE	AGTR2	in vivo
ACE	BDKRB2	in vivo
ACE	COMT	in vivo
ACER3	MLH1	two hybrid
ACHE	ACHE	anti bait coimmunoprecipitation
ACHE	APP	electron microscopy
ACHE	ATF7	display technology
ACHE	COL1A1	pull down
ACHE	COL4A1	in vitro
ACHE	COLQ	in vitro
ACHE	CTSA	pull down
ACHE	EIF2D	in vivo
ACHE	ENO1	anti bait coimmunoprecipitation
ACHE	GNB2L1	anti bait coimmunoprecipitation
ACHE	HAND1	in vitro
ACHE	LAMA1	in vitro
ACHE	LAMB1	in vivo
ACHE	PRIMA1	in vivo
ACIN1	AKR1C3	two hybrid pooling approach
ACIN1	API5	two hybrid
ACIN1	BANF1	affinity chromatography technology
ACIN1	BTBD10	two hybrid
ACIN1	CASP3	in vitro
ACIN1	CSNK2A1	protein kinase assay
ACIN1	CUL3	affinity chromatography technology
ACIN1	ELAVL1	pull down
ACIN1	HNRNPA1	affinity chromatography technology
ACIN1	KIAA0101	affinity chromatography technology
ACIN1	KLHL26	in vitro
ACIN1	PAFAH1B2	two hybrid pooling approach
ACIN1	PCBD1	display technology
ACIN1	RBM39	affinity chromatography technology
ACIN1	RNPS1	biochemical
ACIN1	SAP18	biochemical
ACIN1	SF3A2	affinity chromatography technology
ACIN1	SIRT7	affinity chromatography technology
ACIN1	SRRM1	affinity chromatography technology
ACIN1	SUMO1	affinity chromatography technology
ACIN1	SUMO2	affinity chromatography technology
ACIN1	UBC	affinity chromatography technology
ACIN1	YWHAB	anti bait coimmunoprecipitation
ACIN1	YWHAG	anti bait coimmunoprecipitation
ACLY	ARF6	anti bait coimmunoprecipitation
ACLY	BCAR3	anti bait coimmunoprecipitation
ACLY	CCNA1	anti bait coimmunoprecipitation
ACLY	GSK3B	anti bait coimmunoprecipitation
ACLY	IKBKE	anti bait coimmunoprecipitation
ACLY	NME2	anti bait coimmunoprecipitation
ACLY	PRKAB1	anti bait coimmunoprecipitation
ACLY	PRKACA	in vitro
ACLY	TFE3	anti bait coimmunoprecipitation
ACLY	TNFRSF10D	anti bait coimmunoprecipitation
ACLY	VHL	anti bait coimmunoprecipitation
ACMSD	MAGEA11	two hybrid pooling approach
ACO1	CCDC69	anti bait coimmunoprecipitation
ACO1	CLTC	anti bait coimmunoprecipitation
ACO1	FBXL5	affinity chromatography technology
ACO1	HDAC7	affinity chromatography technology
ACO1	MYBPC1	anti bait coimmunoprecipitation
ACO1	NEB	anti bait coimmunoprecipitation
ACO1	PXN	anti bait coimmunoprecipitation
ACO1	SGCG	anti bait coimmunoprecipitation
ACO1	UBC	affinity chromatography technology
ACO2	MLH1	two hybrid
ACO2	PSMD4	affinity chromatography technology
ACO2	SRRM2	affinity chromatography technology
ACO2	SUMO4	affinity chromatography technology
ACO2	UBC	affinity chromatography technology
ACOT13	IKBKE	anti bait coimmunoprecipitation
ACOT13	MCC	anti bait coimmunoprecipitation
ACOT13	RBBP6	two hybrid
ACOT13	UBC	affinity chromatography technology
ACOT2	UBC	affinity chromatography technology
ACOT2	ZNF277	anti bait coimmunoprecipitation
ACOT7	ATXN1	two hybrid
ACOT7	POT1	two hybrid
ACOT7	S100A9	two hybrid
ACOT7	SUMO1	affinity chromatography technology
ACOT7	TINF2	two hybrid
ACOT7	UBC	affinity chromatography technology
ACOT8	ISG15	affinity chromatography technology
ACOT8	MYC	tandem affinity purification
ACOT8	UBC	affinity chromatography technology
ACOT9	ICT1	anti tag coimmunoprecipitation
ACOT9	MINOS1	biochemical
ACOT9	UBC	affinity chromatography technology
ACOX1	PEX14	anti tag coimmunoprecipitation
ACOX1	SCP2	in vitro
ACOX1	SLC2A4	in vivo
ACOX3	SMURF2	two hybrid
ACOX3	UBC	affinity chromatography technology
ACOXL	CUL1	affinity chromatography technology
ACP1	CTNNB1	in vivo
ACP1	EIF1B	anti bait coimmunoprecipitation
ACP1	EIF6	anti bait coimmunoprecipitation
ACP1	EPB41	anti bait coimmunoprecipitation
ACP1	EPHA2	in vivo
ACP1	EPHB1	in vivo
ACP1	EPHB2	in vivo
ACP1	FABP4	in vitro
ACP1	FNBP1L	two hybrid pooling approach|two hybrid
ACP1	FYN	in vivo
ACP1	IKBKE	anti bait coimmunoprecipitation
ACP1	INSR	in vitro
ACP1	KDR	in vivo
ACP1	LCK	in vivo
ACP1	MRPL20	two hybrid pooling approach|two hybrid
ACP1	NR3C1	display technology
ACP1	PAK2	anti bait coimmunoprecipitation
ACP1	SFMBT1	two hybrid pooling approach|two hybrid
ACP1	SPTAN1	in vitro
ACP1	TNIK	anti bait coimmunoprecipitation
ACP1	VHL	anti bait coimmunoprecipitation
ACP1	ZAP70	in vivo
ACP2	MYC	two hybrid
ACP2	NTRK1	two hybrid
ACP5	ACP5	two hybrid
ACP5	EGR2	in vitro
ACP5	GPC4	in vivo
ACP5	MAPK9	two hybrid pooling approach
ACP5	PDCD5	two hybrid
ACP5	RPA2	two hybrid pooling approach|two hybrid
ACP5	SLC35F6	two hybrid
ACP5	SNRNP40	two hybrid pooling approach
ACP5	SPP1	in vitro
ACP5	TNFSF10	two hybrid
ACP5	ZBTB16	two hybrid
ACP6	DHCR7	affinity chromatography technology
ACP6	DHX36	affinity chromatography technology
ACP6	ERH	affinity chromatography technology
ACP6	GNG7	two hybrid
ACP6	ILK	anti bait coimmunoprecipitation
ACP6	RGS10	affinity chromatography technology
ACP6	RSU1	affinity chromatography technology
ACP6	SLC35F6	two hybrid pooling approach
ACPP	ACPP	in vitro
ACPP	ERBB2	in vivo
ACPP	SHBG	two hybrid
ACPP	UBC	affinity chromatography technology
ACR	E2F4	imaging technique
ACR	SERPINA5	pull down
ACR	ZP2	in vitro
ACR	ZP3	in vitro
ACSBG1	GSK3B	two hybrid
ACSBG2	COPS5	affinity chromatography technology
ACSF2	UBC	affinity chromatography technology
ACSF3	AUP1	affinity chromatography technology
ACSF3	UBC	affinity chromatography technology
ACSL1	NR3C2	two hybrid
ACSL1	UBC	affinity chromatography technology
ACSL3	GTF2F2	display technology
ACSL3	NDRG1	anti bait coimmunoprecipitation
ACSL4	DSE	two hybrid
ACSL4	YWHAZ	pull down
ACSL5	UBC	affinity chromatography technology
ACSL6	PHYH	in vitro
ACSM3	EHMT2	x-ray crystallography
ACSM5	EP300	two hybrid
ACSS2	UBC	affinity chromatography technology
ACSS2	UPF1	two hybrid
ACSS3	LEFTY2	two hybrid
ACTA1	ACTR10	in vitro
ACTA1	ACTR1B	in vitro
ACTA1	ADSS	in vitro
ACTA1	AFAP1	in vivo
ACTA1	AIF1	in vivo
ACTA1	AJUBA	in vivo
ACTA1	APC2	imaging technique
ACTA1	ARRB1	anti tag coimmunoprecipitation
ACTA1	CBL	affinity chromatography technology
ACTA1	CCIN	in vitro
ACTA1	CCT4	in vitro
ACTA1	CCT5	in vitro
ACTA1	CDH2	affinity chromatography technology
ACTA1	CFL1	pull down
ACTA1	CLIC5	in vitro
ACTA1	CNN1	in vivo
ACTA1	CORO2B	in vivo
ACTA1	COTL1	in vivo
ACTA1	CSNK1A1	biochemical
ACTA1	CTNNBL1	affinity chromatography technology
ACTA1	CTNND1	in vitro
ACTA1	CTTN	in vivo
ACTA1	CUL1	affinity chromatography technology
ACTA1	CYFIP1	in vivo
ACTA1	CYTH1	in vivo
ACTA1	DHX9	biochemical
ACTA1	DLG1	in vivo
ACTA1	DMAP1	affinity chromatography technology
ACTA1	DMD	in vitro
ACTA1	DNASE1	x-ray crystallography
ACTA1	DNMBP	in vivo
ACTA1	DTNA	in vivo
ACTA1	DVL1P1	affinity chromatography technology
ACTA1	EGFR	in vivo
ACTA1	EP300	affinity chromatography technology
ACTA1	EPB41	in vitro
ACTA1	EPB41L2	in vitro
ACTA1	EPS8	in vivo
ACTA1	ETV6	affinity chromatography technology
ACTA1	FGD4	in vitro
ACTA1	FHOD1	in vivo
ACTA1	FSCN1	pull down
ACTA1	GAS2	in vitro
ACTA1	GAS7	in vivo
ACTA1	GC	x-ray crystallography
ACTA1	GRB2	affinity chromatography technology
ACTA1	GSN	x-ray crystallography
ACTA1	HCLS1	in vitro
ACTA1	HDAC1	affinity chromatography technology
ACTA1	HDAC4	two hybrid
ACTA1	HDAC8	affinity chromatography technology
ACTA1	HIP1R	in vitro
ACTA1	HTRA2	protease assay
ACTA1	IQGAP1	in vitro
ACTA1	ISG15	affinity chromatography technology
ACTA1	ITGA2	in vitro
ACTA1	ITPKA	in vitro
ACTA1	KAT5	affinity chromatography technology
ACTA1	KIAA0101	affinity chromatography technology
ACTA1	KIF23	in vitro
ACTA1	KLHL20	two hybrid
ACTA1	LASP1	in vivo
ACTA1	MACF1	in vivo
ACTA1	MAP1A	in vitro
ACTA1	MARK4	affinity chromatography technology
ACTA1	MIB2	two hybrid
ACTA1	MINPP1	in vivo
ACTA1	MLPH	affinity chromatography technology
ACTA1	MORF4L1	affinity chromatography technology
ACTA1	MORF4L2	affinity chromatography technology
ACTA1	MRGBP	affinity chromatography technology
ACTA1	MYL1	in vitro
ACTA1	MYLK	in vitro
ACTA1	MYO10	in vivo
ACTA1	MYO6	in vitro
ACTA1	MYO7A	in vitro
ACTA1	MYO9B	in vitro
ACTA1	NEXN	in vitro
ACTA1	NR3C2	in vitro
ACTA1	OCLN	in vitro
ACTA1	PAK1	in vivo
ACTA1	PARVA	in vitro
ACTA1	PCYT1B	in vitro
ACTA1	PFDN1	pull down
ACTA1	PFN1	in vitro
ACTA1	PHACTR1	affinity chromatography technology
ACTA1	PLD1	in vivo
ACTA1	POU5F1	affinity chromatography technology
ACTA1	PPP1CA	affinity chromatography technology
ACTA1	PPP1R9B	pull down
ACTA1	PRKCA	in vitro
ACTA1	PRKCD	in vivo
ACTA1	PRKCE	in vivo
ACTA1	PTPN1	phosphatase assay
ACTA1	RAC1	in vivo
ACTA1	RELA	affinity chromatography technology
ACTA1	RNF167	anti bait coimmunoprecipitation
ACTA1	RPS6KB1	biochemical
ACTA1	S100A1	in vivo
ACTA1	S100A4	in vivo
ACTA1	SCIN	pull down
ACTA1	SMARCB1	in vivo
ACTA1	SMARCD1	affinity chromatography technology
ACTA1	SMTN	in vitro
ACTA1	SMURF2	pull down
ACTA1	SORBS1	in vivo
ACTA1	SPRR1A	in vitro
ACTA1	SPTA1	in vitro
ACTA1	SPTAN1	in vitro
ACTA1	SPTBN2	in vivo
ACTA1	SRC	phosphatase assay
ACTA1	TAGLN	in vitro
ACTA1	TES	affinity chromatography technology
ACTA1	TJP1	in vitro
ACTA1	TLN1	in vivo
ACTA1	TMSB4X	pull down
ACTA1	TMSB4Y	pull down
ACTA1	TNNI1	in vivo
ACTA1	TNNI3	in vitro
ACTA1	TNNI3K	two hybrid
ACTA1	TP53	in vitro
ACTA1	TPM2	pull down
ACTA1	TPM3	in vivo
ACTA1	TRIM63	affinity chromatography technology
ACTA1	TRIP6	two hybrid
ACTA1	TSC1	affinity chromatography technology
ACTA1	TTN	in vitro
ACTA1	UBC	affinity chromatography technology
ACTA1	UBE3A	affinity chromatography technology
ACTA1	USP25	two hybrid
ACTA1	USP6NL	in vivo
ACTA1	UTRN	in vitro
ACTA1	VASP	in vivo
ACTA1	VAV1	in vivo
ACTA1	VCL	in vitro
ACTA1	VIL1	in vitro
ACTA1	VIM	affinity chromatography technology
ACTA1	XIRP1	in vitro
ACTA1	XPO6	affinity chromatography technology
ACTA1	YWHAZ	affinity chromatography technology
ACTA2	CAND1	affinity chromatography technology
ACTA2	CCT4	in vitro
ACTA2	CCT5	in vitro
ACTA2	CFL1	in vitro
ACTA2	COPS5	affinity chromatography technology
ACTA2	CREBBP	in vivo
ACTA2	CUL1	affinity chromatography technology
ACTA2	CUL2	affinity chromatography technology
ACTA2	CUL3	affinity chromatography technology
ACTA2	CUL4B	affinity chromatography technology
ACTA2	DNASE1	in vitro
ACTA2	EP300	in vivo
ACTA2	GC	in vitro
ACTA2	KIAA0101	affinity chromatography technology
ACTA2	MINK1	two hybrid
ACTA2	MYL1	in vitro
ACTA2	MYOC	two hybrid
ACTA2	NOP56	affinity chromatography technology
ACTA2	PCYT1B	in vitro
ACTA2	PRKCD	in vitro
ACTA2	RAB3GAP2	affinity chromatography technology
ACTA2	SCN9A	affinity chromatography technology
ACTA2	SHBG	two hybrid
ACTA2	SNTA1	in vivo
ACTA2	TMSB4X	in vitro
ACTA2	TSC1	two hybrid
ACTA2	UBC	affinity chromatography technology
ACTA2	YWHAQ	affinity chromatography technology
ACTB	ACTC1	in vitro
ACTB	ACTG1	two hybrid pooling approach
ACTB	ACTR2	affinity chromatography technology
ACTB	ACTR3	affinity chromatography technology
ACTB	AGO4	affinity chromatography technology
ACTB	AIMP2	two hybrid
ACTB	ALOX5	in vitro
ACTB	ANGPTL4	affinity chromatography technology
ACTB	ANXA7	two hybrid
ACTB	AR	two hybrid
ACTB	ARPC1B	in vitro
ACTB	ARRB2	affinity chromatography technology
ACTB	ATF3	affinity chromatography technology
ACTB	ATF7IP	two hybrid
ACTB	BAIAP2	anti bait coimmunoprecipitation
ACTB	BBS1	two hybrid
ACTB	BBS4	two hybrid
ACTB	BCAR1	fluorescence microscopy
ACTB	BCL2L1	two hybrid
ACTB	BCL7C	affinity chromatography technology
ACTB	CAND1	affinity chromatography technology
ACTB	CAP1	in vivo
ACTB	CAPZA1	in vitro
ACTB	CARM1	biochemical
ACTB	CBL	affinity chromatography technology
ACTB	CCT2	in vivo
ACTB	CCT4	in vivo
ACTB	CCT5	in vivo
ACTB	CCT8	in vivo
ACTB	CDK5R2	in vivo
ACTB	CDKN2A	pull down
ACTB	CENPA	biochemical
ACTB	CFL1	two hybrid pooling approach
ACTB	CFL2	two hybrid
ACTB	CLIC4	in vitro
ACTB	CLNS1A	two hybrid
ACTB	CNN2	in vivo
ACTB	COPS5	affinity chromatography technology
ACTB	COPS6	affinity chromatography technology
ACTB	CORO1A	in vitro
ACTB	CPNE1	in vitro
ACTB	CPNE2	in vitro
ACTB	CPNE4	in vitro
ACTB	CSNK1A1	in vivo
ACTB	CSNK2B	two hybrid
ACTB	CTGF	biochemical
ACTB	CUL1	affinity chromatography technology
ACTB	CUL2	affinity chromatography technology
ACTB	CUL3	affinity chromatography technology
ACTB	CUL5	affinity chromatography technology
ACTB	DHX9	affinity chromatography technology
ACTB	DMAP1	in vitro
ACTB	DMTN	in vivo
ACTB	DNASE1	in vitro
ACTB	DSTN	two hybrid pooling approach
ACTB	DYNLL1	in vitro
ACTB	EEF1A1	in vivo
ACTB	ELAVL1	pull down
ACTB	EMD	affinity chromatography technology
ACTB	EP300	two hybrid
ACTB	ERBB2	anti bait coimmunoprecipitation
ACTB	EZR	in vivo
ACTB	FABP4	two hybrid
ACTB	FBL	imaging technique
ACTB	FBXO25	two hybrid
ACTB	FHL3	in vivo
ACTB	FLII	in vitro
ACTB	GAPDH	cosedimentation through density gradient
ACTB	GNA12	in vivo
ACTB	GORAB	affinity chromatography technology
ACTB	GSN	in vivo
ACTB	H2AFX	two hybrid
ACTB	HCK	in vivo
ACTB	HNRNPAB	in vitro
ACTB	HNRNPU	in vitro
ACTB	HSD17B4	in vivo
ACTB	HSPA8	in vivo
ACTB	INO80	affinity chromatography technology
ACTB	KAT5	anti tag coimmunoprecipitation
ACTB	KHDRBS1	two hybrid
ACTB	KIAA0101	affinity chromatography technology
ACTB	LASP1	in vivo
ACTB	LGALS13	in vitro
ACTB	LMNA	in vivo
ACTB	LMOD1	in vitro
ACTB	LYN	in vivo
ACTB	MAP1B	in vivo
ACTB	MAP2	in vitro
ACTB	MAPT	in vitro
ACTB	MCL1	anti tag coimmunoprecipitation
ACTB	MEPCE	enzymatic study
ACTB	MGMT	affinity chromatography technology
ACTB	MMP14	fluorescence microscopy
ACTB	MORF4L1	affinity chromatography technology
ACTB	MORF4L2	in vitro
ACTB	MRGBP	in vitro
ACTB	MX1	in vivo
ACTB	MYC	biochemical
ACTB	MYO18B	in vivo
ACTB	MYO1E	in vitro
ACTB	MYO1G	fluorescence microscopy
ACTB	MYOC	two hybrid
ACTB	NCALD	in vivo
ACTB	NCF1	far western blotting
ACTB	NCF2	far western blotting
ACTB	NCOA6	anti bait coimmunoprecipitation
ACTB	NEBL	in vitro
ACTB	NEDD8	affinity chromatography technology
ACTB	NOS2	in vitro
ACTB	NRAP	in vitro
ACTB	NSMAF	pull down
ACTB	NT5E	in vivo
ACTB	OSTF1	affinity chromatography technology
ACTB	P2RX7	in vivo
ACTB	PCK1	affinity chromatography technology
ACTB	PCYT1A	in vitro
ACTB	PCYT1B	x-ray crystallography
ACTB	PDLIM5	in vitro
ACTB	PFDN1	in vitro
ACTB	PFDN4	in vitro
ACTB	PFN1	anti tag coimmunoprecipitation
